No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category,Main_Cause
1678,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-02-24,Eaten polythene,Male,25-30,Subadults and adults,Unintentional
1679,Southern,Monaragala,Thanamalvila,2017-02-27,Gunshot,Female,20-22,Subadults and adults,Intentional
1680,Eastern,Batticaloa,Eravur Pattu,2017-02-28,Other,Female,30-35,Subadults and adults,Other
1681,Eastern,Ampara,Addalachchenai,2017-03-02,Electrocuted,Male,20,Subadults and adults,Unintentional
1682,Eastern,Ampara,Thirukkovil,2017-03-03,Hakkapatas,Female,30,Subadults and adults,Intentional
1683,Anuradhapura,Anuradhapura,Thalawa,2017-03-03,Electrocuted,Female,18-20,Subadults and adults,Unintentional
1684,Southern,Monaragala,Thanamalvila,2017-03-03,Unknown,Unknown,20-30,Subadults and adults,Unknown
1685,Eastern,Ampara,Damana,2017-03-03,Hakkapatas,Male,15-18,Subadults and adults,Intentional
1686,Polonnaruwa,Polonnaruwa,Thamankaduwa,2017-03-04,Unknown,Unknown,unknown,Unknown,Unknown
1687,Vavuniya,Vavuniya,Vavuniya North,2017-03-06,Train Accident,Female,12-17,Subadults and adults,Unintentional
1688,Wayamba,Kurunegala,Ambanpola,2017-03-10,Gunshot,Male,13,Subadults and adults,Intentional
1689,Anuradhapura,Anuradhapura,Maha Vilachchiya,2017-03-10,Gunshot,Male,15,Subadults and adults,Intentional
1690,Eastern,Monaragala,Siyambalanduwa,2017-03-11,Poisned,Male,18-20,Subadults and adults,Intentional
1691,Eastern,Ampara,Samanthurai,2017-03-19,Natural,Male,7 Days,Infant,Natural
1692,Uva,Monaragala,Wellawaya,2017-03-19,Unknown,Male,15,Subadults and adults,Unknown
1693,Central,Badulla,Mahiyanganaya,2017-03-20,Gunshot,Male,28 - 30,Subadults and adults,Intentional
1694,Puttalam,Puttalam,Nawagattegama,2017-03-20,Hakkapatas,Female,unknown,Unknown,Intentional
1695,Kilinochchi,Mullaitivu,Padaviya,2017-03-21,Unknown,Male,15,Subadults and adults,Unknown
1696,Anuradhapura,Anuradhapura,Thirappane,2017-03-21,Hakkapatas,Male,5,Juvenile,Intentional
1697,Puttalam,Puttalam,Puttalam,2017-03-22,Injured,Male,25-30,Subadults and adults,Natural
1698,Trincomalee,Trincomalee,Kantalai,2017-03-29,Unknown,Unknown,15,Subadults and adults,Unknown
1699,Trincomalee,Trincomalee,Kantalai,2017-03-29,Unknown,Unknown,15,Subadults and adults,Unknown
1700,Southern,Monaragala,Thanamalvila,2017-03-29,Electrocuted,Male,10,Juvenile,Unintentional
1701,Uva,Monaragala,Wellawaya,2017-04-01,Unknown,Male,40,Subadults and adults,Unknown
1702,Trincomalee,Trincomalee,Gomarankadawala,2017-04-01,Unknown,Female,35,Subadults and adults,Unknown
1703,Polonnaruwa,Polonnaruwa,Welikanda,2017-04-03,Injured,Female,1 Month,Infant,Natural
1704,Eastern,Ampara,Thirukkovil,2017-04-03,Hakkapatas,Female,15,Subadults and adults,Intentional
1705,Vavuniya,Vavuniya,Vavuniya North,2017-04-03,Train Accident,Female,8-10,Juvenile,Unintentional
1706,Eastern,Badulla,Mahiyanganaya,2017-04-04,Unknown,Male,20 - 25,Subadults and adults,Unknown
1707,Wayamba,Kurunegala,Galgamuwa,2017-04-08,Gunshot,Male,35-40,Subadults and adults,Intentional
1708,Uva,Badulla,Hildummulla,2017-04-09,Unknown,Male,7,Juvenile,Unknown
1709,Central,Badulla,Mahiyanganaya,2017-04-10,Other,Male,8 - 10,Juvenile,Other
1710,Kilinochchi,Mullaitivu,Padaviya,2017-04-12,Gunshot,Female,35-40,Subadults and adults,Intentional
1711,Southern,Hambantota,Hambantota,2017-04-12,Unknown,Male,30-35,Subadults and adults,Unknown
1712,Central,Badulla,Kandaketiya,2017-04-14,Unknown,Unknown,20 - 25,Subadults and adults,Unknown
1713,Trincomalee,Trincomalee,Kantalai,2017-04-15,Unknown,Male,30-35,Subadults and adults,Unknown
1714,Vavuniya,Vavuniya,Vavuniya,2017-04-17,Gunshot,Female,15-20,Subadults and adults,Intentional
1715,Eastern,Ampara,Pothuvil,2017-04-18,Unknown,Male,3-4,Calf,Unknown
1716,Trincomalee,Trincomalee,Muttur,2017-04-20,Hakkapatas,Male,1 Month,Infant,Intentional
1717,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-04-22,Electrocuted,Male,35-40,Subadults and adults,Unintentional
1718,Puttalam,Puttalam,Puttalam,2017-04-24,Attack by an elephant,Male,30-35,Subadults and adults,Natural
1719,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-04-25,Hakkapatas,Male,1,Calf,Intentional
1720,Anuradhapura,Anuradhapura,Horowpothana,2017-04-26,Gunshot,Female,30,Subadults and adults,Intentional
1721,Eastern,Monaragala,Siyambalanduwa,2017-04-27,Hakkapatas,Female,10,Juvenile,Intentional
1722,Anuradhapura,Anuradhapura,Horowpothana,2017-04-27,Attack by an elephant,Male,1 Week,Infant,Natural
1723,Uva,Monaragala,Madulla,2017-04-28,Gunshot,Male,25,Subadults and adults,Intentional
1724,Trincomalee,Trincomalee,Seruvila,2017-04-28,Unknown,Female,40 - 45,Subadults and adults,Unknown
1725,Eastern,Ampara,Thirukkovil,2017-04-28,Unknown,Male,15-20,Subadults and adults,Unknown
1726,Anuradhapura,Anuradhapura,Horowpothana,2017-05-01,Unknown,Male,35-40,Subadults and adults,Unknown
1727,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-05-01,Unknown,Male,30,Subadults and adults,Unknown
1728,Wayamba,Anuradhapura,Kekirawa,2017-05-02,Attack by an elephant,Male,25-30,Subadults and adults,Natural
1729,Polonnaruwa,Matale,Naula,2017-05-05,Unknown,Unknown,35-40,Subadults and adults,Unknown
1730,Anuradhapura,Anuradhapura,N. Palatha Central,2017-05-07,Electrocuted,Male,25-30,Subadults and adults,Unintentional
1731,Polonnaruwa,Polonnaruwa,Hingurakgoda,2017-05-11,Accident,Female,8-10,Juvenile,Unintentional
1732,Eastern,Ampara,Mahaoya,2017-05-12,Hakkapatas,Male,6,Juvenile,Intentional
1733,Polonnaruwa,Polonnaruwa,Welikanda,2017-05-14,Hakkapatas,Male,15-20,Subadults and adults,Intentional
1734,Polonnaruwa,Matale,Wilgamuwa,2017-05-15,Unknown,Female,20 - 25,Subadults and adults,Unknown
1735,Eastern,Batticaloa,Eravur Pattu,2017-05-15,Gunshot,Male,14 - 20,Subadults and adults,Intentional
1736,Eastern,Ampara,Lahugala,2017-05-15,Hakkapatas,Female,30-35,Subadults and adults,Intentional
1737,Polonnaruwa,Polonnaruwa,Medirigiriya,2017-05-16,Disease,Male,20,Subadults and adults,Natural
1738,Trincomalee,Trincomalee,Kuchchaveli,2017-05-16,Unknown,Unknown,6.5 Weeks,Unknown,Unknown
1739,Anuradhapura,Anuradhapura,N. Palatha Central,2017-05-17,Electrocuted,Male,30,Subadults and adults,Unintentional
1740,Anuradhapura,Anuradhapura,N. Palatha Central,2017-05-17,Electrocuted,Female,16-18,Subadults and adults,Unintentional
1741,Trincomalee,Trincomalee,Morawewa,2017-05-20,Hakkapatas,Female,18 - 22,Subadults and adults,Intentional
1742,Polonnaruwa,Polonnaruwa,Hingurakgoda,2017-05-20,Attack by an elephant,Male,50,Subadults and adults,Natural
1743,Trincomalee,Trincomalee,Gomarankadawala,2017-05-23,Hakkapatas,Female,25,Subadults and adults,Intentional
1744,Polonnaruwa,Polonnaruwa,Thamankaduwa,2017-05-23,Eaten polythene,Male,35-40,Subadults and adults,Unintentional
1745,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-05-24,Hakkapatas,Male,25,Subadults and adults,Intentional
1746,Trincomalee,Trincomalee,Gomarankadawala,2017-05-25,Gunshot,Male,10,Juvenile,Intentional
1747,Eastern,Ampara,Thirukkovil,2017-05-25,Electrocuted,Male,25-30,Subadults and adults,Unintentional
1748,Vavuniya,Mannar,Madhu,2017-05-26,Gunshot,Male,30-35,Subadults and adults,Intentional
1749,Anuradhapura,Anuradhapura,Thalawa,2017-05-28,Gunshot,Female,17 - 18,Subadults and adults,Intentional
1750,Polonnaruwa,Polonnaruwa,Hingurakgoda,2017-05-29,Gunshot,Female,20 - 25,Subadults and adults,Intentional
1751,Polonnaruwa,Polonnaruwa,Hingurakgoda,2017-05-29,Accident,Male,2-2.5,Calf,Unintentional
1752,Eastern,Ampara,Mahaoya,2017-06-01,Other,Unknown,5-15,Juvenile,Other
1753,Wayamba,Kurunegala,Galgamuwa,2017-06-09,Train Accident,Female,1 Month,Infant,Unintentional
1754,Anuradhapura,Anuradhapura,Thirappane,2017-06-10,Fallen into well,Unknown,8,Juvenile,Natural
1755,Uva,Monaragala,Moneragala,2017-06-11,Poisned,Female,10-15,Unknown,Intentional
1756,Trincomalee,Polonnaruwa,Hingurakgoda,2017-06-12,Accident,Male,5-6,Juvenile,Unintentional
1757,Eastern,Batticaloa,Eravur Pattu,2017-06-13,Hakkapatas,Male,6-7,Juvenile,Intentional
1758,Polonnaruwa,Matale,Wilgamuwa,2017-06-14,Unknown,Male,15-20,Subadults and adults,Unknown
1759,Uva,Hambantota,Thissamaharama,2017-06-14,Attack by an elephant,Male,50-55,Subadults and adults,Natural
1760,Eastern,Ampara,Lahugala,2017-06-15,Hakkapatas,Male,6-7,Juvenile,Intentional
1761,Eastern,Ampara,Thirukkovil,2017-06-18,Gunshot,Female,15-20,Subadults and adults,Intentional
1762,Polonnaruwa,Matale,Dambulla,2017-06-20,Hakkapatas,Male,5-6,Juvenile,Intentional
1763,Polonnaruwa,Matale,Dambulla,2017-06-23,Electrocuted,Male,15-20,Subadults and adults,Unintentional
1764,Polonnaruwa,Polonnaruwa,Medirigiriya,2017-06-23,Unknown,Male,2-3,Calf,Unknown
1765,Southern,Monaragala,Thanamalvila,2017-06-25,Fallen into well,Male,35 - 40 ,Subadults and adults,Natural
1766,Eastern,Ampara,Mahaoya,2017-06-25,Hakkapatas,Male,15-20,Subadults and adults,Intentional
1767,Elephant Transit Home,Ratnapura,Ratnapura,2017-06-28,Natural,Male,Unknown,Unknown,Natural
1768,Vavuniya,Vavuniya,Vavuniya,2017-06-28,Hakkapatas,Female,12-15,Subadults and adults,Intentional
1769,Wayamba,Kurunegala,Kotavehera,2017-07-02,Hakkapatas,Male,4.5,Juvenile,Intentional
1770,Southern,Hambantota,Hambantota,2017-07-10,Unknown,Unknown,Unknown,Unknown,Unknown
1771,Anuradhapura,Puttalam,Vanathavilluwa,2017-07-12,At born,Female,20-25,Subadults and adults,Natural
1772,Eastern,Badulla,Mahiyanganaya,2017-07-13,Gunshot,Male,25,Subadults and adults,Intentional
1773,Eastern,Ampara,Thirukkovil,2017-07-15,Septicemia,Female,20-25,Subadults and adults,Natural
1774,Puttalam,Puttalam,Vanathavilluwa,2017-07-16,Fallen into well,Male,35,Subadults and adults,Natural
1775,Polonnaruwa,Polonnaruwa,Medirigiriya,2017-07-20,Gunshot,Female,25,Subadults and adults,Intentional
1776,Puttalam,Puttalam,Karuwalagaswewa,2017-07-23,Gunshot,Female,35,Subadults and adults,Intentional
1777,Anuradhapura,Anuradhapura,Kebithigollewa,2017-07-25,Unknown,Male,5-7,Juvenile,Unknown
1778,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-07-28,Drowned,Male,20-25,Subadults and adults,Natural
1779,Eastern,Ampara,Thirukkovil,2017-07-28,Gunshot,Female,20-25,Subadults and adults,Intentional
1780,Polonnaruwa,Polonnaruwa,Medirigiriya,2017-07-28,Natural,Male,15,Subadults and adults,Natural
1781,Southern,Ratnapura,Balangoda,2017-08-02,Falling of a mountain,Male,55,Subadults and adults,Natural
1782,Eastern,Ampara,Dehiattakandiya,2017-08-02,Poisned,Male,45,Subadults and adults,Intentional
1783,Anuradhapura,Anuradhapura,Horowpothana,2017-08-02,Fallen into well,Unknown,1,Calf,Natural
1784,Southern,Monaragala,Thanamalvila,2017-08-04,Gunshot,Male,50-60,Subadults and adults,Intentional
1785,Anuradhapura,Anuradhapura,Horowpothana,2017-08-05,Hakkapatas,Male,5,Juvenile,Intentional
1786,Uva,Monaragala,Siyambalanduwa,2017-08-06,Unknown,Male,3 Months,Infant,Unknown
1787,Polonnaruwa,Polonnaruwa,Welikanda,2017-08-07,Unknown,Unknown,unknown,Unknown,Unknown
1788,Uva,Hambantota,Thissamaharama,2017-08-11,Hakkapatas,Female,2.5,Calf,Intentional
1789,Eastern,Ampara,Pothuvil,2017-08-15,Disease,Female,12.15,Unknown,Natural
1790,Trincomalee,Trincomalee,Gomarankadawala,2017-08-15,Hakkapatas,Male,3,Calf,Intentional
1791,Southern,Monaragala,Thanamalvila,2017-08-16,Fallen into well,Unknown,20.5,Subadults and adults,Natural
1792,Vavuniya,Mannar,Madhu,2017-08-16,Gunshot,Female,10,Juvenile,Intentional
1793,Puttalam,Puttalam,Vanathavilluwa,2017-08-17,Electrocuted,Male,20-25,Subadults and adults,Unintentional
1794,Uva,Monaragala,Madulla,2017-08-17,Poisned,Male,30,Subadults and adults,Intentional
1795,Vavuniya,Vavuniya,Vavuniya,2017-08-18,Hakkapatas,Female,4-5,Juvenile,Intentional
1796,Eastern,Ampara,Dehiattakandiya,2017-08-23,Disease,Male,12,Juvenile,Natural
1797,Trincomalee,Trincomalee,Kuchchaveli,2017-08-23,Hakkapatas,Female,10-12,Juvenile,Intentional
1798,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-08-25,Injured,Male,35,Subadults and adults,Natural
1799,Vavuniya,Vavuniya,Vavuniya North,2017-08-25,Hakkapatas,Male,4-5,Juvenile,Intentional
1800,Eastern,Badulla,Mahiyanganaya,2017-08-28,Gunshot,Male,20,Subadults and adults,Intentional
1801,Elephant Transit Home,Ratnapura,Ratnapura,2017-08-30,Natural,Female,Unknown,Unknown,Natural
1802,Eastern,Batticaloa,Eravur Pattu,2017-08-30,Gunshot,Male,30,Subadults and adults,Intentional
1803,Puttalam,Puttalam,Mahakumbukkadawala,2017-09-01,Poisned,Male,30,Subadults and adults,Intentional
1804,Puttalam,Puttalam,Nawagattegama,2017-09-03,Natural,Female,60,Subadults and adults,Natural
1805,Eastern,Badulla,Mahiyanganaya,2017-09-04,Gunshot,Male,25,Subadults and adults,Intentional
1806,Vavuniya,Vavuniya,Vengalacheddiculam,2017-09-04,Poisned,Unknown,5-6,Juvenile,Intentional
1807,Trincomalee,Trincomalee,Morawewa,2017-09-05,Hakkapatas,Female,20-25,Subadults and adults,Intentional
1808,Uva,Monaragala,Madulla,2017-09-06,Unknown,Male,1.5,Calf,Unknown
1809,Eastern,Batticaloa,Koralai Pattu North,2017-09-07,Electrocuted,Female,25,Subadults and adults,Unintentional
1810,Eastern,Monaragala,Siyambalanduwa,2017-09-08,Unknown,Male,3.5,Calf,Unknown
1811,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-09-11,Injured,Male,22-25,Subadults and adults,Natural
1812,Eastern,Batticaloa,Eravur Pattu,2017-09-12,Injured,Female,30,Subadults and adults,Natural
1813,Eastern,Ampara,Samanthurai,2017-09-16,Unknown,Male,12,Juvenile,Unknown
1814,Wayamba,Anuradhapura,Palagala,2017-09-16,Gunshot,Male,30,Subadults and adults,Intentional
1815,Polonnaruwa,Polonnaruwa,Elahera,2017-09-16,Electrocuted,Male,25-30,Subadults and adults,Unintentional
1816,Southern,Hambantota,Hambantota,2017-09-17,Gunshot,Male,unknown,Unknown,Intentional
1817,Polonnaruwa,Polonnaruwa,Elahera,2017-09-20,Hakkapatas,Male,35,Subadults and adults,Intentional
1818,Wayamba,Anuradhapura,Galgamuwa,2017-09-24,Unknown,Unknown,5,Juvenile,Unknown
1819,Eastern,Batticaloa,Eravur Pattu,2017-09-28,Fallen into well,Male,4 Months,Infant,Natural
1820,Puttalam,Puttalam,Karuwalagaswewa,2017-09-30,Accident,Female,6,Juvenile,Unintentional
1821,Puttalam,Puttalam,Nawagattegama,2017-09-30,At born,Unknown,unknown,Unknown,Natural
1822,Elephant Transit Home,Ratnapura,Ratnapura,2017-09-30,Natural,Female,Unknown,Unknown,Natural
1823,Southern,Hambantota,Sooriyawewa,2017-10-01,Unknown,Male,unknown,Unknown,Unknown
1824,Wayamba,Kurunegala,Giribawa,2017-10-02,Gunshot,Male,24,Subadults and adults,Intentional
1825,Uva,Monaragala,Buttala,2017-10-03,Unknown,Male,20,Subadults and adults,Unknown
1826,Puttalam,Puttalam,Mahakumbukkadawala,2017-10-04,Fallen into well,Unknown,unknown,Unknown,Natural
1827,Polonnaruwa,Polonnaruwa,Thamankaduwa,2017-10-05,Gunshot,Male,15,Subadults and adults,Intentional
1828,Uva,Monaragala,Bibile,2017-10-10,Other,Male,35,Subadults and adults,Other
1829,Uva,Monaragala,Madulla,2017-10-10,Unknown,Male,40,Subadults and adults,Unknown
1830,Southern,Ratnapura,Embilipitiya,2017-10-13,Drowned,Male,50,Subadults and adults,Natural
1831,Eastern,Ampara,Damana,2017-10-14,Hakkapatas,Female,30-40,Subadults and adults,Intentional
1832,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-10-14,Hakkapatas,Male,15,Subadults and adults,Intentional
1833,Southern,Monaragala,Thanamalvila,2017-10-14,Gunshot,Male,50,Subadults and adults,Intentional
1834,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-10-15,Hakkapatas,Male,30-35,Subadults and adults,Intentional
1835,Anuradhapura,Anuradhapura,Horowpothana,2017-10-15,Hakkapatas,Male,10-12,Juvenile,Intentional
1836,Trincomalee,Trincomalee,Seruvila,2017-10-15,Unknown,Unknown,Unknown,Unknown,Unknown
1837,Polonnaruwa,Polonnaruwa,Medirigiriya,2017-10-15,Gunshot,Male,12-14,Subadults and adults,Intentional
1838,Puttalam,Puttalam,Vanathavilluwa,2017-10-19,Gunshot,Female,18-20,Subadults and adults,Intentional
1839,Eastern,Ampara,Mahaoya,2017-10-21,Hakkapatas,Male,4,Calf,Intentional
1840,Uva,Monaragala,Siyambalanduwa,2017-10-21,Hakkapatas,Male,Unknown,Unknown,Intentional
1841,Vavuniya,Mannar,Musali,2017-10-21,Hakkapatas,Male,8-10,Juvenile,Intentional
1842,Eastern,Badulla,Mahiyanganaya,2017-10-24,Gunshot,Male,25-30,Subadults and adults,Intentional
1843,Anuradhapura,Anuradhapura,Kebithigollewa,2017-10-25,Gunshot,Male,10,Juvenile,Intentional
1844,Vavuniya,Mannar,Madhu,2017-10-27,Electrocuted,Female,Unknown,Unknown,Unintentional
1845,Polonnaruwa,Polonnaruwa,Dehiattakandiya,2017-10-29,Broken the Spinal,Female,25-30,Subadults and adults,Natural
1846,Elephant Transit Home,Ratnapura,Ratnapura,2017-10-30,Natural,Male,Unknown,Unknown,Natural
1847,Wayamba,Kurunegala,Ehetuwewa,2017-10-30,Gunshot,Female,20-25,Subadults and adults,Intentional
1848,Trincomalee,Trincomalee,Trincomalee Town and Gravets,2017-11-01,Gunshot,Male,30-35,Subadults and adults,Intentional
1849,Eastern,Ampara,Thirukkovil,2017-11-02,Gunshot,Female,20-25,Subadults and adults,Intentional
1850,Wayamba,Kurunegala,Giribawa,2017-11-02,Gunshot,Male,20,Subadults and adults,Intentional
1851,Polonnaruwa,Polonnaruwa,Welikanda,2017-11-02,Train Accident,Male,35-40,Subadults and adults,Unintentional
1852,Anuradhapura,Anuradhapura,Medawachchiya,2017-11-03,Hakkapatas,Female,5-6,Juvenile,Intentional
1853,Wayamba,Kurunegala,Polpithigama,2017-11-10,Gunshot,Male,40-50,Subadults and adults,Intentional
1854,Kilinochchi,Kilinochchi,Oddusuddan,2017-11-11,Train Accident,Male,15-20,Subadults and adults,Unintentional
1855,Trincomalee,Trincomalee,Kuchchaveli,2017-11-13,Electrocuted,Male,30,Subadults and adults,Unintentional
1856,Eastern,Badulla,Mahiyanganaya,2017-11-13,Body destroyed,Male,30-35,Subadults and adults,Unknown
1857,Uva,Monaragala,Wellawaya,2017-11-15,Electrocuted,Male,18,Subadults and adults,Unintentional
1858,Wayamba,Kurunegala,Mahawa,2017-11-16,Electrocuted,Male,30,Subadults and adults,Unintentional
1859,Anuradhapura,Anuradhapura,Maha Vilachchiya,2017-11-18,Fallen into well,Male,12-15,Subadults and adults,Natural
1860,Polonnaruwa,Polonnaruwa,Welikanda,2017-11-18,Hakkapatas,Female,31-35,Subadults and adults,Intentional
1861,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-11-19,Injured,Male,30-35,Subadults and adults,Natural
1862,Trincomalee,Trincomalee,Kantalai,2017-11-19,Electrocuted,Male,35-40,Subadults and adults,Unintentional
1863,Trincomalee,Trincomalee,Gomarankadawala,2017-11-23,Hakkapatas,Male,15-18,Subadults and adults,Intentional
1864,Uva,Monaragala,Wellawaya,2017-11-27,Injured,Male,25,Subadults and adults,Natural
1865,Puttalam,Puttalam,Karuwalagaswewa,2017-11-29,Gunshot,Male,18,Subadults and adults,Intentional
1866,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-12-01,Fallen into well,Male,5-6,Juvenile,Natural
1867,Uva,Monaragala,Wellawaya,2017-12-02,Injured,Male,40-45,Subadults and adults,Natural
1868,Anuradhapura,Anuradhapura,Thirappane,2017-12-08,Electrocuted,Male,20,Subadults and adults,Unintentional
1869,Puttalam,Puttalam,Puttalam,2017-12-09,Gunshot,Male,30-35,Subadults and adults,Intentional
1870,Puttalam,Puttalam,Nawagattegama,2017-12-09,Gunshot,Male,40,Subadults and adults,Intentional
1871,Eastern,Batticaloa,Eravur Pattu,2017-12-09,Hakkapatas,Female,17,Subadults and adults,Intentional
1872,Anuradhapura,Anuradhapura,Thirappane,2017-12-11,Gunshot,Female,20,Subadults and adults,Intentional
1873,Eastern,Ampara,Pothuvil,2017-12-12,Hakkapatas,Male,30-35,Subadults and adults,Intentional
1874,Polonnaruwa,Polonnaruwa,Welikanda,2017-12-14,Electrocuted,Male,25,Subadults and adults,Unintentional
1875,Puttalam,Puttalam,Karuwalagaswewa,2017-12-14,Injured,Female,25-30,Subadults and adults,Natural
1876,Wayamba,Kurunegala,Ehetuwewa,2017-12-14,Attack by an elephant,Male,Unknown,Unknown,Natural
1877,Polonnaruwa,Polonnaruwa,Dimbulagala,2017-12-15,Body destroyed,Male,4,Calf,Unknown
1878,Polonnaruwa,Polonnaruwa,Medirigiriya,2017-12-16,Gunshot,Male,20-25,Subadults and adults,Intentional
1879,Polonnaruwa,Polonnaruwa,Welikanda,2017-12-19,Other,Male,30,Subadults and adults,Other
1880,Anuradhapura,Anuradhapura,Galenbindunuwewa,2017-12-19,Hakkapatas,Female,12,Juvenile,Intentional
1881,Kilinochchi,Mullaitivu,Padaviya,2017-12-20,Hakkapatas,Male,10,Juvenile,Intentional
1882,Trincomalee,Trincomalee,Kuchchaveli,2017-12-23,Unknown,Unknown,15-20,Subadults and adults,Unknown
1883,Polonnaruwa,Polonnaruwa,Welikanda,2017-12-24,Train Accident,Male,30-35,Subadults and adults,Unintentional
1884,Eastern,Badulla,Mahiyanganaya,2017-12-24,Hakkapatas,Male,10,Juvenile,Intentional
1885,Eastern,Ampara,Dehiattakandiya,2017-12-24,Disease,Male,24-25,Subadults and adults,Natural
1886,Anuradhapura,Anuradhapura,Rambewa,2017-12-25,Hakkapatas,Male,2.5,Calf,Intentional
1887,Southern,Hambantota,Hambantota,2017-12-27,Disease,Female,25,Subadults and adults,Natural
1888,Wayamba,Kurunegala,Giribawa,2017-12-27,Hakkapatas,Female,2,Calf,Intentional
1889,Eastern,Ampara,Addalachchenai,2017-12-28,Eaten polythene,Male,12-15,Subadults and adults,Unintentional
1890,Elephant Transit Home,Ratnapura,Ratnapura,2017-12-28,Natural,Female,Unknown,Unknown,Natural
1891,Southern,Ratnapura,Weligepola,2017-12-28,Body destroyed,Male,25,Subadults and adults,Unknown
1892,Anuradhapura,Anuradhapura,Kebithigollewa,2017-12-28,Body destroyed,Female,20,Subadults and adults,Unknown
1893,Trincomalee,Trincomalee,Kantalai,2017-12-29,Electrocuted,Unknown,25-30,Subadults and adults,Unintentional
1894,Central,Badulla,Mahiyanganaya,2017-12-31,Hakkapatas,Male,Unknown,Unknown,Intentional
